Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
151.89,0,0,103.66,1.05,-0.22,-9.69,178.35,-6.93,23.28,1.34,0.30,-9.65,-0.61,1.06,-0.62,0.29,0.13,0.91,122.28,-23.66,-0.06,-10.81,-192.89,89.15,168.93,15.05,87.57,-45.13,-3.78,96.01,-265.13,-13.14,447.99,25.33,168.69,-2.07,100.94,-20.20
151.92,0,0,103.66,1.06,-0.23,-9.68,178.34,-6.97,23.30,1.21,0.43,-9.63,-0.06,0.96,0.26,0.29,0.13,0.90,123.81,-24.47,-0.04,-11.15,-191.86,88.38,171.63,14.95,89.45,-44.94,-5.61,97.87,-265.18,-13.49,447.99,24.07,168.52,-2.07,101.74,-20.07
151.95,0,0,103.66,1.06,-0.24,-9.67,178.34,-6.99,23.30,0.84,0.32,-9.59,-0.24,1.31,-0.65,0.29,0.13,0.91,124.12,-25.22,0.46,-11.82,-189.02,86.77,175.36,15.10,92.82,-44.69,-5.29,97.67,-265.03,-12.92,447.99,24.48,168.65,-2.27,103.49,-19.93
151.98,0,0,103.66,1.08,-0.24,-9.68,178.34,-7.03,23.30,0.92,0.41,-9.60,-0.10,1.21,0.05,0.28,0.13,0.90,125.76,-26.16,1.16,-11.98,-188.14,85.78,175.20,15.03,93.24,-44.35,-4.36,98.53,-265.93,-12.25,447.99,24.78,168.14,-2.58,103.52,-19.89
152.01,0,0,103.66,1.12,-0.25,-9.69,178.34,-7.04,23.30,1.59,0.24,-9.82,-0.13,1.01,-0.03,0.29,0.13,0.90,129.61,-26.47,1.12,-10.89,-188.40,85.38,174.93,14.41,92.96,-44.20,-5.65,99.76,-267.47,-12.56,447.99,24.48,167.08,-2.54,102.86,-19.76
152.04,0,0,103.66,1.10,-0.26,-9.69,178.33,-7.07,23.28,1.21,0.37,-9.76,-0.37,1.68,0.89,0.29,0.13,0.91,127.71,-27.48,0.79,-10.14,-187.27,85.07,175.41,14.13,93.75,-44.38,-6.33,100.05,-268.90,-12.93,447.99,24.07,166.14,-2.41,102.84,-19.64
152.07,0,0,103.66,1.11,-0.27,-9.69,178.34,-7.09,23.28,1.09,0.31,-9.68,0.24,1.27,0.16,0.28,0.13,0.90,128.89,-28.59,0.89,-9.39,-185.46,84.18,175.65,13.55,94.80,-44.41,-6.90,101.15,-269.86,-13.66,447.99,23.03,165.51,-2.21,103.12,-19.40
152.10,0,0,103.66,1.10,-0.28,-9.70,178.34,-7.11,23.26,1.22,0.31,-9.83,-0.05,1.26,0.09,0.29,0.13,0.91,127.86,-29.61,1.12,-9.58,-185.46,84.06,175.37,13.68,94.68,-44.32,-5.29,98.21,-271.18,-12.59,447.99,25.39,164.82,-2.38,102.74,-19.42
152.19,0,0,103.66,1.09,-0.29,-9.68,178.38,-7.09,23.29,0.76,0.37,-9.53,0.18,-0.58,-0.55,0.29,0.12,0.91,127.03,-31.41,2.55,-10.43,-188.14,84.18,173.95,13.85,92.72,-43.67,-6.49,100.02,-271.88,-13.22,447.99,24.50,164.31,-2.27,101.44,-19.20
152.23,0,0,103.66,1.12,-0.30,-9.68,178.39,-7.07,23.31,1.64,0.17,-9.68,0.29,-0.67,-0.63,0.28,0.13,0.91,130.09,-32.19,3.39,-11.52,-192.99,85.07,172.24,14.09,89.59,-42.92,-6.41,99.28,-275.06,-13.93,447.99,24.42,162.42,-1.94,98.80,-18.84
152.25,0,0,103.66,1.14,-0.31,-9.67,178.39,-7.06,23.30,1.36,0.22,-9.63,-0.07,0.12,-0.11,0.29,0.12,0.91,132.90,-32.84,4.41,-12.69,-199.13,86.88,170.28,14.41,85.94,-42.39,-5.41,96.64,-277.08,-13.99,447.99,25.50,161.30,-1.72,96.20,-18.73
152.29,0,0,103.66,1.15,-0.31,-9.66,178.39,-7.04,23.31,1.53,0.31,-9.59,-0.49,-1.71,-0.66,0.29,0.12,0.90,133.51,-33.81,5.36,-13.38,-202.59,88.05,169.08,14.90,83.97,-42.18,-3.38,94.30,-278.62,-13.36,447.99,26.97,160.55,-1.77,94.72,-18.79
152.31,0,0,103.66,1.18,-0.31,-9.67,178.38,-7.02,23.32,1.47,0.25,-9.85,-0.51,-0.60,-0.53,0.28,0.13,0.90,136.77,-33.52,6.56,-14.11,-211.20,90.98,166.42,15.20,79.40,-41.78,-2.19,92.48,-281.27,-13.48,447.99,27.78,159.12,-1.59,91.34,-18.82
152.33,0,0,103.66,1.17,-0.32,-9.68,178.38,-7.00,23.32,0.88,0.34,-9.79,0.13,-0.88,-0.58,0.29,0.12,0.91,135.67,-34.03,6.87,-13.68,-215.48,92.21,164.89,14.93,77.14,-41.56,-2.49,93.98,-282.65,-14.04,447.99,26.46,158.32,-1.48,89.62,-18.82
152.35,0,0,103.66,1.19,-0.32,-9.70,178.38,-6.98,23.31,1.69,0.19,-10.05,0.09,-1.00,-0.12,0.29,0.13,0.91,137.21,-33.82,6.77,-13.80,-222.39,94.26,158.98,14.33,72.08,-41.18,-2.55,93.43,-284.57,-14.48,447.99,26.23,157.25,-1.28,86.30,-18.78
152.38,0,0,103.66,1.22,-0.31,-9.72,178.40,-6.95,23.29,1.69,0.19,-10.07,0.97,-0.70,0.37,0.28,0.13,0.90,140.25,-33.12,5.65,-13.13,-224.76,95.10,155.55,13.81,69.69,-41.18,-1.01,90.89,-286.05,-14.21,447.99,27.67,156.54,-1.20,84.74,-18.79
152.41,0,0,103.66,1.22,-0.31,-9.72,178.42,-6.94,23.29,1.31,0.38,-9.84,0.50,-0.75,-0.36,0.29,0.12,0.90,140.70,-33.28,3.79,-12.65,-227.55,95.89,147.82,12.87,65.29,-41.06,-0.10,89.90,-289.08,-14.88,447.99,27.87,154.96,-0.89,81.88,-18.58
152.44,0,0,103.66,1.22,-0.31,-9.73,178.43,-6.90,23.28,0.63,0.35,-9.82,-0.17,-1.33,-0.06,0.29,0.12,0.90,139.99,-33.39,2.05,-11.69,-229.87,96.70,144.53,12.12,63.05,-41.08,-0.96,92.08,-289.93,-16.23,447.99,25.99,154.45,-0.56,80.44,-18.48
152.47,0,0,103.66,1.24,-0.31,-9.73,178.44,-6.86,23.30,1.11,0.38,-9.71,0.14,-1.22,-1.08,0.29,0.13,0.91,142.03,-33.34,0.70,-11.69,-232.50,96.74,137.04,11.56,59.00,-40.63,0.04,89.92,-292.58,-16.83,447.99,26.89,153.12,-0.21,77.85,-18.11
152.51,0,0,103.66,1.24,-0.30,-9.74,178.45,-6.84,23.31,1.36,0.22,-9.72,0.43,-0.62,-0.56,0.29,0.13,0.91,142.46,-32.30,0.46,-12.51,-233.12,96.86,133.75,11.71,57.41,-40.51,0.99,87.32,-294.18,-17.02,447.99,28.40,152.35,0.03,76.79,-17.89
152.53,0,0,103.66,1.23,-0.30,-9.74,178.45,-6.83,23.33,1.04,0.31,-9.52,-0.36,-0.22,-1.03,0.29,0.13,0.91,140.93,-32.38,-0.64,-13.07,-234.20,96.42,128.13,11.71,54.66,-40.09,1.47,84.48,-297.20,-18.69,447.99,28.99,150.83,0.77,74.86,-17.23
152.56,0,0,103.66,1.22,-0.30,-9.74,178.47,-6.79,23.35,1.08,0.29,-9.62,0.17,-0.68,-1.18,0.28,0.13,0.91,140.26,-31.61,-1.04,-13.38,-232.45,95.26,125.01,11.64,53.69,-39.86,1.95,84.32,-297.63,-19.36,447.99,29.21,150.65,1.01,74.54,-16.91
152.59,0,0,103.66,1.24,-0.29,-9.74,178.47,-6.78,23.36,1.23,0.27,-9.67,0.78,-0.57,-0.45,0.29,0.13,0.91,142.26,-31.38,-1.64,-13.26,-231.16,93.81,120.50,11.43,51.99,-39.47,1.01,83.02,-300.07,-21.19,447.99,29.29,149.36,1.70,73.40,-16.22
152.62,0,0,103.66,1.25,-0.29,-9.75,178.48,-6.77,23.36,1.08,0.28,-9.79,-0.12,0.33,-0.35,0.28,0.13,0.90,142.98,-30.63,-2.15,-13.01,-230.85,93.26,118.91,11.24,51.33,-39.31,0.02,82.54,-300.66,-22.07,447.99,29.10,149.00,2.01,72.99,-15.93
152.65,0,0,103.66,1.24,-0.28,-9.75,178.48,-6.77,23.36,1.35,0.17,-9.88,-0.11,0.62,-0.56,0.29,0.13,0.91,141.66,-30.28,-2.50,-12.50,-228.84,92.06,116.53,11.04,50.71,-39.17,-0.38,82.22,-302.04,-23.53,447.99,29.06,148.30,2.51,72.64,-15.46
152.68,0,0,103.66,1.24,-0.27,-9.76,178.48,-6.76,23.35,1.32,0.14,-9.83,-0.61,-0.68,-0.35,0.29,0.13,0.91,142.18,-29.05,-1.72,-12.67,-227.34,91.36,115.85,11.02,50.81,-39.11,1.01,81.27,-302.57,-23.41,447.99,29.97,148.13,2.53,72.79,-15.34
152.71,0,0,103.66,1.23,-0.27,-9.76,178.48,-6.75,23.36,0.80,0.25,-9.76,-0.35,-0.34,-0.41,0.29,0.13,0.91,140.60,-28.76,-1.74,-12.11,-224.97,90.66,115.94,10.87,51.39,-39.25,0.74,81.65,-302.09,-23.87,447.99,29.69,148.34,2.66,73.37,-15.23
152.74,0,0,103.66,1.22,-0.27,-9.76,178.47,-6.76,23.36,1.07,0.29,-9.75,-0.07,0.67,-0.20,0.30,0.13,0.91,139.88,-28.67,-2.75,-11.10,-224.30,90.73,116.81,10.61,51.84,-39.49,-0.97,83.45,-301.66,-24.46,447.99,28.57,148.44,2.74,73.66,-15.27
152.77,0,0,103.66,1.23,-0.26,-9.77,178.47,-6.77,23.35,1.04,0.14,-9.74,0.00,0.59,0.01,0.28,0.12,0.90,141.24,-27.39,-4.16,-10.29,-218.47,89.93,118.94,10.46,54.07,-40.25,-1.07,83.89,-299.59,-23.78,447.99,28.65,149.46,2.50,75.65,-15.53
152.80,0,0,103.66,1.22,-0.26,-9.77,178.48,-6.79,23.36,1.39,0.19,-9.77,0.48,1.26,-0.21,0.29,0.13,0.91,139.86,-27.47,-4.78,-10.50,-213.98,89.16,120.07,10.72,55.68,-40.71,-0.54,84.15,-298.80,-22.91,447.99,29.01,149.90,2.21,76.99,-15.71
152.83,0,0,103.66,1.21,-0.26,-9.78,178.48,-6.80,23.36,1.22,0.26,-9.80,0.17,0.96,-0.46,0.29,0.13,0.91,138.98,-27.64,-6.75,-9.24,-207.38,88.36,123.35,10.66,58.85,-41.75,-1.45,85.85,-296.62,-21.85,447.99,28.44,150.94,1.75,79.46,-16.15
152.86,0,0,103.66,1.18,-0.26,-9.79,178.47,-6.84,23.36,0.93,0.27,-9.74,-0.67,0.43,-0.08,0.29,0.13,0.91,135.71,-27.41,-7.99,-8.55,-204.49,88.32,125.42,10.66,60.57,-42.38,-2.37,86.11,-295.72,-21.62,447.99,28.31,151.34,1.66,80.64,-16.34
152.89,0,0,103.66,1.19,-0.25,-9.79,178.47,-6.85,23.36,1.63,0.16,-9.83,-0.06,0.52,-0.07,0.29,0.13,0.91,136.56,-26.91,-8.98,-7.78,-199.65,87.84,130.16,10.94,64.33,-43.24,-2.63,88.21,-293.17,-20.08,447.99,27.65,152.63,1.01,83.27,-16.91
152.92,0,0,103.66,1.23,-0.25,-9.79,178.46,-6.89,23.35,1.56,0.19,-9.82,-0.11,0.71,-0.27,0.29,0.12,0.91,140.17,-26.11,-6.68,-8.64,-199.49,88.23,132.42,11.82,65.73,-43.39,-1.71,87.02,-291.84,-18.83,447.99,28.99,153.39,0.67,84.21,-17.22
152.95,0,0,103.66,1.21,-0.25,-9.77,178.46,-6.94,23.33,1.36,0.22,-9.78,-0.11,1.22,0.45,0.29,0.13,0.91,138.60,-26.31,-5.49,-8.26,-198.20,88.59,137.69,12.25,68.93,-43.89,-1.43,89.14,-288.87,-17.60,447.99,28.20,154.99,0.10,86.38,-17.80
152.99,0,0,103.66,1.20,-0.25,-9.76,178.45,-6.95,23.33,1.41,0.27,-9.77,-0.68,1.11,0.08,0.29,0.13,0.91,137.33,-26.77,-5.55,-8.11,-197.38,88.32,139.96,12.01,70.37,-43.95,-1.81,91.70,-288.12,-16.98,447.99,27.08,155.36,-0.28,87.22,-18.04
153.01,0,0,103.66,1.18,-0.25,-9.75,178.45,-6.97,23.32,0.93,0.38,-9.75,-0.05,0.90,0.18,0.29,0.12,0.90,135.37,-26.79,-4.57,-7.53,-196.91,88.66,144.32,12.20,72.84,-44.28,-2.89,93.41,-285.73,-16.24,447.99,26.54,156.59,-0.66,88.83,-18.46
153.04,0,0,103.66,1.20,-0.25,-9.75,178.44,-7.01,23.30,1.13,0.32,-9.65,-0.52,0.75,0.07,0.29,0.13,0.91,138.18,-26.66,-4.39,-7.47,-196.34,88.86,146.43,12.40,74.15,-44.52,-3.20,93.43,-285.31,-16.00,447.99,26.48,156.80,-0.75,89.52,-18.59
153.07,0,0,103.66,1.18,-0.25,-9.73,178.43,-7.04,23.30,0.68,0.38,-9.49,-0.38,0.90,-0.16,0.29,0.13,0.91,136.03,-26.67,-4.01,-7.05,-195.36,88.55,149.75,12.33,76.25,-44.63,-4.36,95.91,-283.45,-15.94,447.99,25.27,157.75,-0.94,90.91,-18.77
153.10,0,0,103.66,1.19,-0.25,-9.73,178.43,-7.04,23.30,1.51,0.19,-9.67,-0.53,0.28,-0.01,0.28,0.13,0.91,136.84,-26.50,-3.19,-7.90,-194.18,88.03,150.83,12.65,77.36,-44.54,-2.94,94.12,-282.81,-14.77,447.99,26.91,158.20,-1.24,91.70,-18.87
153.13,0,0,103.66,1.17,-0.25,-9.74,178.42,-7.06,23.30,0.70,0.39,-9.61,-0.69,0.64,-0.23,0.28,0.13,0.91,134.96,-26.91,-3.19,-8.20,-193.04,87.60,153.37,12.85,79.13,-44.55,-2.39,93.75,-282.87,-14.38,447.99,27.29,158.21,-1.34,92.54,-18.87
153.16,0,0,103.66,1.15,-0.26,-9.74,178.40,-7.08,23.31,0.69,0.40,-9.70,-1.08,1.07,-0.73,0.29,0.12,0.91,132.87,-27.47,-2.30,-8.55,-192.68,87.45,154.32,13.17,79.86,-44.52,-4.06,95.18,-282.23,-15.33,447.99,25.57,158.45,-1.11,92.98,-18.72
153.19,0,0,103.66,1.15,-0.26,-9.73,178.41,-7.08,23.31,1.17,0.32,-9.54,-0.14,0.98,-0.25,0.28,0.13,0.91,132.63,-27.75,-2.42,-9.12,-192.53,87.00,155.80,13.21,80.68,-44.27,-4.66,95.83,-281.80,-15.13,447.99,25.80,158.65,-1.23,93.41,-18.70
153.23,0,0,103.66,1.15,-0.26,-9.72,178.40,-7.07,23.32,1.17,0.29,-9.55,0.31,-0.21,-0.42,0.29,0.13,0.91,133.24,-27.87,-2.28,-9.12,-192.37,86.98,155.95,13.51,80.84,-44.29,-4.14,93.13,-282.12,-14.89,447.99,27.27,158.51,-1.13,93.43,-18.63
153.25,0,0,103.66,1.17,-0.27,-9.71,178.40,-7.07,23.31,1.61,0.26,-9.64,0.10,0.11,0.12,0.29,0.12,0.91,134.77,-28.37,-1.57,-9.49,-192.37,86.76,155.79,13.51,80.82,-44.14,-3.86,92.66,-282.81,-15.18,447.99,27.44,158.14,-0.99,93.25,-18.46
153.28,0,0,103.66,1.15,-0.27,-9.71,178.40,-7.07,23.31,1.02,0.25,-9.79,0.04,0.28,-0.38,0.28,0.13,0.91,133.18,-28.95,-1.93,-9.37,-193.04,86.17,155.33,13.04,80.27,-43.69,-4.32,95.06,-281.80,-15.83,447.99,25.84,158.67,-0.93,93.21,-18.31
153.31,0,0,103.66,1.19,-0.27,-9.71,178.41,-7.06,23.28,1.52,0.22,-9.88,0.18,0.02,0.45,0.29,0.13,0.91,136.96,-28.74,-0.95,-9.53,-195.31,86.67,154.32,13.00,78.92,-43.43,-3.80,94.34,-283.08,-15.96,447.99,26.38,157.99,-0.83,92.12,-18.22
153.35,0,0,103.66,1.19,-0.27,-9.72,178.42,-7.05,23.28,1.18,0.35,-9.81,0.49,-0.49,-0.28,0.29,0.13,0.91,137.50,-29.06,-0.39,-9.79,-197.27,87.30,153.62,13.29,77.84,-43.29,-3.78,93.59,-283.34,-15.98,447.99,26.86,157.85,-0.77,91.42,-18.22
153.37,0,0,103.66,1.20,-0.28,-9.72,178.43,-7.06,23.28,1.23,0.22,-9.81,0.43,0.08,-0.10,0.28,0.12,0.91,138.48,-29.49,0.37,-9.93,-201.40,88.22,152.37,13.25,75.69,-42.85,-4.36,92.85,-284.41,-16.47,447.99,27.01,157.22,-0.54,89.83,-18.08
153.40,0,0,103.66,1.19,-0.28,-9.71,178.43,-7.04,23.29,1.06,0.21,-9.51,-0.25,-0.11,-0.46,0.28,0.12,0.90,136.90,-29.64,1.18,-10.41,-203.46,88.53,151.46,13.21,74.55,-42.52,-3.94,94.30,-284.51,-16.90,447.99,25.86,157.19,-0.49,89.15,-18.01
153.43,0,0,103.66,1.19,-0.28,-9.70,178.43,-7.03,23.30,1.20,0.28,-9.57,-0.19,0.33,-0.56,0.29,0.13,0.91,136.97,-29.78,1.57,-10.75,-208.46,89.67,149.92,13.17,72.06,-42.02,-4.34,93.35,-286.27,-17.09,447.99,26.31,156.20,-0.36,87.16,-17.91
153.47,0,0,103.66,1.20,-0.28,-9.69,178.42,-7.02,23.29,1.27,0.35,-9.64,-0.12,-0.36,0.09,0.29,0.13,0.91,138.82,-30.18,2.82,-12.07,-211.10,90.47,148.81,13.81,70.75,-41.75,-3.30,90.75,-287.49,-16.67,447.99,27.99,155.61,-0.33,86.09,-17.86
153.49,0,0,103.66,1.19,-0.29,-9.68,178.43,-7.02,23.30,1.38,0.28,-9.71,-0.08,0.06,-0.81,0.28,0.12,0.90,137.53,-30.83,3.83,-12.78,-216.10,91.76,146.71,14.03,68.24,-41.32,-2.29,89.38,-288.65,-16.91,447.99,28.59,155.04,-0.15,84.29,-17.77
153.52,0,0,103.66,1.18,-0.29,-9.69,178.43,-6.99,23.31,1.28,0.20,-9.86,0.07,-0.25,-0.48,0.29,0.13,0.91,136.01,-30.86,4.04,-12.63,-218.73,92.16,145.63,13.49,66.94,-41.01,-2.92,90.83,-289.56,-17.66,447.99,27.14,154.52,0.01,83.24,-17.64
153.55,0,0,103.66,1.17,-0.29,-9.69,178.43,-6.98,23.31,1.23,0.31,-9.87,0.12,-0.15,-0.40,0.29,0.13,0.91,135.23,-31.33,4.97,-13.26,-222.91,93.52,143.34,13.72,64.74,-40.80,-2.53,90.12,-290.46,-17.88,447.99,27.27,154.06,0.14,81.69,-17.64
153.58,0,0,103.66,1.16,-0.30,-9.70,178.45,-6.97,23.30,1.21,0.32,-9.88,0.09,-0.29,0.23,0.29,0.13,0.91,134.09,-31.59,5.17,-13.22,-224.56,94.22,141.95,13.68,63.66,-40.82,-0.92,87.62,-292.16,-17.50,447.99,28.95,153.28,0.17,80.74,-17.64
153.61,0,0,103.66,1.18,-0.29,-9.70,178.44,-6.95,23.30,1.46,0.24,-9.87,-0.25,0.01,-0.26,0.29,0.13,0.91,136.81,-30.82,4.18,-12.71,-226.46,94.53,139.11,13.17,61.78,-40.65,-0.68,87.46,-292.80,-17.75,447.99,28.93,152.96,0.27,79.61,-17.58
153.64,0,0,103.66,1.20,-0.28,-9.72,178.43,-6.95,23.30,1.39,0.18,-9.97,-0.10,0.04,0.12,0.29,0.13,0.90,137.97,-30.01,3.44,-12.42,-226.98,94.39,137.92,12.69,61.06,-40.53,-1.61,89.32,-293.27,-18.43,447.99,27.42,152.65,0.38,79.10,-17.47
153.67,0,0,103.66,1.22,-0.28,-9.74,178.43,-6.94,23.31,1.14,0.30,-9.84,-0.13,-0.57,-0.73,0.29,0.13,0.91,140.17,-29.56,3.04,-12.48,-226.93,94.54,135.85,12.65,60.12,-40.60,-1.81,88.79,-293.91,-18.81,447.99,27.65,152.30,0.54,78.55,-17.38
153.70,0,0,103.66,1.21,-0.28,-9.74,178.44,-6.93,23.32,1.25,0.33,-9.74,0.14,0.08,-1.21,0.29,0.12,0.91,138.78,-30.31,2.82,-12.46,-227.34,94.46,134.98,12.55,59.61,-40.49,-1.51,86.88,-294.66,-18.57,447.99,29.03,151.94,0.58,78.14,-17.31
153.73,0,0,103.66,1.26,-0.27,-9.75,178.44,-6.93,23.33,1.71,0.18,-9.89,0.09,0.52,-0.26,0.28,0.13,0.91,144.00,-29.16,2.69,-12.63,-226.46,94.04,134.30,12.54,59.53,-40.44,-0.64,86.29,-294.71,-18.79,447.99,29.20,151.97,0.69,78.21,-17.18
153.76,0,0,103.66,1.29,-0.26,-9.76,178.45,-6.93,23.33,1.36,0.19,-9.90,0.43,0.65,-0.20,0.29,0.13,0.91,147.40,-28.05,2.53,-12.86,-226.46,93.80,134.27,12.44,59.51,-40.32,-1.97,88.35,-294.28,-19.63,447.99,27.69,152.10,0.85,78.24,-17.05
153.79,0,0,103.66,1.32,-0.26,-9.78,178.46,-6.91,23.33,1.79,0.16,-9.81,0.01,-0.02,-0.32,0.28,0.13,0.90,150.52,-27.15,2.11,-12.73,-223.94,92.94,134.64,12.54,60.31,-40.40,-1.53,88.17,-294.55,-19.55,447.99,27.91,151.99,0.83,78.80,-16.98
153.83,0,0,103.66,1.31,-0.26,-9.78,178.45,-6.92,23.33,0.91,0.36,-9.62,-0.75,0.57,-0.18,0.28,0.13,0.91,149.12,-27.49,2.55,-13.22,-222.80,92.98,134.92,12.99,60.78,-40.58,-1.49,86.01,-294.44,-19.30,447.99,29.16,152.05,0.89,79.15,-16.97
153.85,0,0,103.66,1.31,-0.26,-9.79,178.45,-6.92,23.33,1.64,0.18,-9.79,0.71,0.05,0.10,0.28,0.13,0.90,149.15,-27.04,1.28,-12.48,-219.40,92.26,135.87,12.65,62.04,-40.95,-1.77,86.39,-293.96,-19.48,447.99,28.78,152.28,0.93,80.12,-16.97
153.88,0,0,103.66,1.35,-0.25,-9.79,178.46,-6.92,23.33,1.71,0.13,-9.90,0.11,-0.25,0.23,0.28,0.13,0.90,152.76,-26.42,0.95,-12.11,-217.65,91.44,136.21,12.37,62.67,-40.93,-1.33,87.60,-293.49,-19.26,447.99,28.53,152.55,0.77,80.69,-16.99
153.91,0,0,103.66,1.33,-0.26,-9.79,178.46,-6.93,23.32,1.19,0.33,-9.81,-0.06,0.62,0.61,0.29,0.13,0.91,151.04,-27.01,0.37,-11.33,-214.09,90.82,137.50,12.25,64.26,-41.40,-1.73,87.99,-292.00,-18.99,447.99,28.31,153.30,0.66,82.05,-17.13
153.94,0,0,103.66,1.34,-0.25,-9.79,178.46,-6.95,23.32,1.45,0.27,-9.76,-0.06,1.24,-0.45,0.29,0.13,0.91,152.48,-26.61,-0.19,-11.00,-213.47,90.94,138.36,12.07,64.80,-41.60,-2.94,89.94,-291.20,-19.63,447.99,27.05,153.64,0.75,82.47,-17.16
153.97,0,0,103.66,1.32,-0.26,-9.78,178.45,-6.96,23.31,0.72,0.37,-9.70,-0.45,0.63,0.53,0.28,0.13,0.90,149.85,-27.43,-0.89,-10.69,-209.34,89.93,139.63,12.18,66.62,-41.97,-2.53,90.41,-290.41,-18.72,447.99,27.16,154.09,0.41,83.86,-17.34
154.00,0,0,103.66,1.31,-0.26,-9.78,178.44,-6.98,23.31,0.82,0.30,-9.55,-0.62,1.27,0.13,0.29,0.13,0.91,148.55,-27.89,-1.22,-10.02,-207.49,90.08,140.30,12.27,67.50,-42.48,-2.33,88.97,-290.09,-18.22,447.99,28.16,154.28,0.33,84.50,-17.52
154.03,0,0,103.66,1.30,-0.27,-9.79,178.44,-6.99,23.31,1.04,0.34,-9.78,0.16,0.57,-1.00,0.28,0.13,0.90,147.56,-28.18,-2.21,-9.79,-205.22,89.79,141.83,12.18,68.91,-42.83,-2.77,90.37,-288.92,-17.95,447.99,27.31,154.87,0.14,85.58,-17.70
154.07,0,0,103.66,1.31,-0.26,-9.80,178.43,-6.99,23.32,1.51,0.20,-9.79,-0.12,0.39,-0.97,0.29,0.13,0.91,148.71,-27.37,-2.69,-9.60,-202.89,88.85,142.41,12.05,69.93,-42.87,-2.65,92.06,-288.02,-17.73,447.99,26.76,155.36,-0.04,86.47,-17.75
154.09,0,0,103.66,1.30,-0.26,-9.80,178.42,-7.02,23.30,1.28,0.21,-9.76,-0.83,-0.16,0.21,0.29,0.12,0.91,148.18,-27.00,-3.58,-9.26,-200.42,88.51,143.65,12.01,71.33,-43.27,-2.19,91.86,-287.91,-17.05,447.99,27.05,155.45,-0.27,87.34,-17.92
154.19,0,0,103.66,1.31,-0.26,-9.80,178.40,-7.04,23.30,1.39,0.27,-9.85,0.01,0.21,0.07,0.29,0.13,0.91,148.74,-27.37,-4.24,-8.84,-200.06,88.81,144.57,12.10,71.86,-43.54,-3.20,91.86,-286.96,-17.16,447.99,26.99,155.90,-0.23,87.79,-18.02
154.21,0,0,103.66,1.33,-0.26,-9.81,178.40,-7.05,23.30,1.54,0.27,-9.92,-0.27,0.33,-0.12,0.28,0.13,0.90,150.33,-27.15,-4.76,-8.51,-197.79,88.41,146.12,12.24,73.41,-43.86,-3.82,92.97,-285.84,-16.72,447.99,26.29,156.47,-0.46,88.91,-18.21
154.23,0,0,103.66,1.32,-0.26,-9.81,178.41,-7.05,23.30,1.13,0.38,-9.91,0.52,-0.09,0.13,0.29,0.13,0.91,149.85,-27.48,-4.76,-8.51,-197.32,87.91,145.99,12.14,73.52,-43.71,-2.09,92.54,-285.57,-16.05,447.99,27.18,156.73,-0.67,89.14,-18.26
154.25,0,0,103.66,1.33,-0.26,-9.81,178.42,-7.05,23.30,1.71,0.22,-9.97,0.21,0.54,-0.87,0.29,0.13,0.91,151.11,-27.38,-4.37,-8.76,-197.38,87.97,146.22,12.31,73.65,-43.71,-2.87,92.83,-285.52,-16.04,447.99,27.03,156.71,-0.69,89.17,-18.27
154.28,0,0,103.66,1.33,-0.26,-9.81,178.42,-7.05,23.31,1.25,0.21,-9.90,-0.35,0.22,-0.23,0.28,0.13,0.91,150.43,-27.55,-5.15,-8.03,-198.15,88.34,146.47,12.01,73.42,-43.80,-3.84,92.77,-285.68,-16.46,447.99,26.74,156.55,-0.54,88.92,-18.25
154.31,0,0,103.66,1.32,-0.26,-9.81,178.42,-7.05,23.31,0.98,0.30,-9.76,-0.37,0.30,-0.44,0.29,0.13,0.91,149.65,-27.54,-4.74,-8.13,-198.77,88.27,146.20,11.94,73.09,-43.62,-3.54,92.68,-285.68,-16.53,447.99,26.97,156.57,-0.51,88.73,-18.19
154.35,0,0,103.66,1.32,-0.26,-9.80,178.43,-7.04,23.31,1.29,0.30,-9.70,0.37,-0.38,-0.08,0.29,0.13,0.91,149.90,-27.38,-3.81,-9.05,-198.82,87.81,145.56,12.27,72.84,-43.28,-2.79,92.79,-286.37,-16.35,447.99,27.03,156.25,-0.58,88.48,-18.08
154.37,0,0,103.66,1.31,-0.26,-9.79,178.43,-7.04,23.31,1.46,0.23,-9.71,-0.14,0.41,-0.46,0.29,0.13,0.91,148.71,-27.68,-3.79,-9.12,-200.01,87.97,145.07,12.18,72.16,-43.10,-2.01,91.70,-287.06,-16.58,447.99,27.50,155.92,-0.42,87.94,-17.95
154.40,0,0,103.66,1.31,-0.26,-9.78,178.45,-7.03,23.30,1.35,0.18,-9.69,0.30,0.21,-0.28,0.29,0.13,0.91,148.79,-27.64,-3.70,-9.03,-201.30,88.47,145.11,12.20,71.73,-43.08,-2.89,91.41,-287.49,-17.12,447.99,27.29,155.63,-0.21,87.49,-17.87
